"Cohort"	"Form.Name"	"Form.Type"	"Table.Name"	"Variable.Name"	"Variable.Description"	"Data.Type"	"Code"	"Code.Description"	"Specify"	"FixedUnit"	"Logline"	"LowerRange"	"UpperRange"
"138"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"JUVFIBRO"	"Juvenile fibromyalgia"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"139"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"ORONSDT6"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"140"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"LOCLSCLR"	"Localized scleroderma"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"141"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"ORONSDT7"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"142"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"OROMAS"	"Macrophage Activation Syndrome"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"143"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"OROSDT14"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"144"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"MXCNNTIS"	"Mixed connective tissue disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"145"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"ORONSDT8"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"146"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"PSJOGREN"	"Primary Sjogrens disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"147"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"ORONSDT9"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"148"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"SARCOID"	"Sarcoidosis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"149"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"OROSDT10"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"150"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"SYSTLUPU"	"Systemic lupus erythematosus"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"151"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"OROSDT11"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"152"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"SYSTSCLR"	"Systemic sclerosis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"153"	"Registry - All"	"Secondary Rheumatological Diseases"	"Common Form"	"SECRHEUM"	"OROSDT12"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"154"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"AUTHEPAT"	"Auto-immune hepatitis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"155"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT01"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"156"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"AUTOITHY"	"Auto-immune thyroid disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"157"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT02"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"158"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PSORIA"	"Psoriasis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"159"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT03"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"160"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"OTAUTDIS"	"Other autoimmune disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"161"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"OAUTOSPY"	"Specify:"	"LongText"	NA	NA	NA	NA	"FALSE"	NA	NA
"162"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT04"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"163"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PRIMSYND"	"Primary immunodeficiency syndrome(s)"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"164"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PIMSYNSP"	"Specify:"	"LongText"	NA	NA	NA	NA	"FALSE"	NA	NA
"165"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT05"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"166"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"ASTHMA"	"Asthma"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"167"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT06"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"168"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"AVASNECR"	"Avascular necrosis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"169"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT21"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"170"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"DEMYEDIS"	"Demyelinating disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"171"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT07"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"172"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"DIATYPE1"	"Diabetes - Type 1"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"173"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT08"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"174"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"DIATYPE2"	"Diabetes - Type 2"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"175"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT09"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"176"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"CARDIODS"	"Cardiovascular Disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"177"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT10"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"178"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"CELIACDS"	"Celiac disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"179"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT11"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"180"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"CEREBRAL"	"Cerebral palsy"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"181"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT12"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"182"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"CHRRENAL"	"Chronic renal insufficiency"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"183"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT13"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"184"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"CONHEART"	"Congenital heart disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"185"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"CYSTICFB"	"Cystic fibrosis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"186"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"HEPATIIT"	"Hepatitis/Chronic Liver Disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"187"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT14"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"188"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"HYPERCHO"	"Hypercholesterolemia"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"189"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT15"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"190"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"INFLBOWL"	"Inflammatory bowel disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"191"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT16"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"192"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"ITLUNDIS"	"Interstitial lung disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"193"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT24"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"194"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"LIPOIDPN"	"Lipoid pneumonia"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"195"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT25"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"196"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"MALIGNAN"	"Malignancy"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"197"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT26"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"198"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PULALVPR"	"Pulmonary alveolar proteinosis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"199"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT27"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"200"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PULMHYPO"	"Pulmonary hypertension"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"201"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT17"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"202"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"NMO"	"Neuromyelitis Optica (NMO)"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"203"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT22"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"204"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"TRSOMY21"	"Trisomy-21"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"205"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"TUBRLATE"	"Tuberculosis (Latent)"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"206"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT18"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"207"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"TUBERTRT"	"Is treatment completed?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"208"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"TUBERTRT"	"Is treatment completed?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"209"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"TUBRTRDT"	"Date treatment completed:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"210"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"TUBRACTV"	"Tuberculosis (Active)"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"211"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT19"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"212"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"VITAMND"	"Vitamin D Deficiency"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"213"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT23"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"214"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"OTHMAJDS"	"Other major congenital or acquired disease/condition"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"215"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"OTHJDISP"	"Specify:"	"LongText"	NA	NA	NA	NA	"FALSE"	NA	NA
"216"	"Registry - All"	"Other Medical Conditions"	"Common Form"	"OTPRECND"	"PREXDT20"	"Date of onset:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"217"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"FAMHX"	"Does the biologic mother, father or any sibling have any history of the following diseases?"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"218"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"FAMHX"	"Does the biologic mother, father or any sibling have any history of the following diseases?"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"219"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"FAMHX"	"Does the biologic mother, father or any sibling have any history of the following diseases?"	"RadioButton (Vertical)"	"2"	"Refused"	"FALSE"	NA	"FALSE"	NA	NA
"220"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"FAMHX"	"Does the biologic mother, father or any sibling have any history of the following diseases?"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"221"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"ANKSPOND"	"Ankylosing spondylitis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"222"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"ANTIPHOP"	"Anti-phospholipid Antibody Syndrome"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"223"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"AUTTHYRO"	"Autoimmune thyroiditis (including Graves' and Hashimoto's)"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"224"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"CARDDISE"	"Cardiovascular disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"225"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"CELIAC"	"Celiac disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"226"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"DIABETES"	"Diabetes Type 1"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"227"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"DYSLIP"	"Dyslipidemia"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"228"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"FIBRO"	"Fibromyalgia"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"229"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"HYPCHOL"	"Hypercholesterolemia"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"230"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"IFBD"	"Inflammatory bowel disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"231"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"JUVARTH"	"Juvenile idiopathic arthritis/juvenile rheumatoid arthritis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"232"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"MALIG"	"Malignancy"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"233"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"MIXCONTS"	"Mixed Connective Tissue Disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"234"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"MS"	"Multiple sclerosis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"235"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"NEROMY"	"Neuromyelitis Optica (NMO)"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"236"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"PSORIASI"	"Psoriasis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"237"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"PSORARTH"	"Psoriatic arthritis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"238"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"REACARTH"	"Reactive arthritis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"239"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"RHUMARTH"	"Rheumatoid arthritis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"240"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"SJOGREN"	"Sjogren’s Syndrome"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"241"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"SPONDY"	"Spondyloarthopathy/Enthesitis-related arthritis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"242"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"SYSLUPUS"	"Systemic lupus erythematosus"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"243"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"OAUTODS"	"Other autoimmune disease"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"244"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"ACUANUVE"	"Uveitis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"245"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"SPONABOR"	"Spontaneous abortions (>2)"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"246"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"THROMBOS"	"Thrombosis"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"247"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"THROTYPE"	"Thrombosis type"	"RadioButton (Vertical)"	"1"	"Arterial"	"FALSE"	NA	"FALSE"	NA	NA
"248"	"Registry - All"	"Family Medical History"	"Common Form"	"FAMHX"	"THROTYPE"	"Thrombosis type"	"RadioButton (Vertical)"	"2"	"Venous (including DVT)"	"FALSE"	NA	"FALSE"	NA	NA
"249"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANA"	"ANA"	"RadioButton (Vertical)"	"1"	"Positive"	"FALSE"	NA	"FALSE"	NA	NA
"250"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANA"	"ANA"	"RadioButton (Vertical)"	"2"	"Negative"	"FALSE"	NA	"FALSE"	NA	NA
"251"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANA"	"ANA"	"RadioButton (Vertical)"	"97"	"Not Done"	"FALSE"	NA	"FALSE"	NA	NA
"252"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANA"	"ANA"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"253"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANADTC"	"Date of first positive test:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"254"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANTICCP"	"Anti-CCP"	"RadioButton (Vertical)"	"1"	"Positive"	"FALSE"	NA	"FALSE"	NA	NA
"255"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANTICCP"	"Anti-CCP"	"RadioButton (Vertical)"	"2"	"Negative"	"FALSE"	NA	"FALSE"	NA	NA
"256"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANTICCP"	"Anti-CCP"	"RadioButton (Vertical)"	"97"	"Not Done"	"FALSE"	NA	"FALSE"	NA	NA
"257"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANTICCP"	"Anti-CCP"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"258"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANTICDTC"	"Date of first positive test:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"259"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFINT"	"IgM RF initial"	"RadioButton (Vertical)"	"1"	"Positive"	"FALSE"	NA	"FALSE"	NA	NA
"260"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFINT"	"IgM RF initial"	"RadioButton (Vertical)"	"2"	"Negative"	"FALSE"	NA	"FALSE"	NA	NA
"261"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFINT"	"IgM RF initial"	"RadioButton (Vertical)"	"97"	"Not Done"	"FALSE"	NA	"FALSE"	NA	NA
"262"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFINT"	"IgM RF initial"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"263"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFDTC"	"Date of first positive test:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"264"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFCON"	"IgM RF confirmatory"	"RadioButton (Vertical)"	"1"	"Positive"	"FALSE"	NA	"FALSE"	NA	NA
"265"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFCON"	"IgM RF confirmatory"	"RadioButton (Vertical)"	"2"	"Negative"	"FALSE"	NA	"FALSE"	NA	NA
"266"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFCON"	"IgM RF confirmatory"	"RadioButton (Vertical)"	"97"	"Not Done"	"FALSE"	NA	"FALSE"	NA	NA
"267"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRFCON"	"IgM RF confirmatory"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"268"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"IGMRCDTC"	"Date of first confirmatory test:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"269"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"HLAB27"	"HLAB27"	"RadioButton (Vertical)"	"1"	"Positive"	"FALSE"	NA	"FALSE"	NA	NA
"270"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"HLAB27"	"HLAB27"	"RadioButton (Vertical)"	"2"	"Negative"	"FALSE"	NA	"FALSE"	NA	NA
"271"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"HLAB27"	"HLAB27"	"RadioButton (Vertical)"	"97"	"Not Done"	"FALSE"	NA	"FALSE"	NA	NA
"272"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"HLAB27"	"HLAB27"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"273"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"HLAB2DTC"	"Date of first positive test:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"274"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"DSDNA"	"Anti-dsDNA antibodies"	"RadioButton (Vertical)"	"1"	"Positive"	"FALSE"	NA	"FALSE"	NA	NA
"275"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"DSDNA"	"Anti-dsDNA antibodies"	"RadioButton (Vertical)"	"2"	"Negative"	"FALSE"	NA	"FALSE"	NA	NA
"276"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"DSDNA"	"Anti-dsDNA antibodies"	"RadioButton (Vertical)"	"97"	"Not Done"	"FALSE"	NA	"FALSE"	NA	NA
"277"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"DSDNA"	"Anti-dsDNA antibodies"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"278"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"DSDNADTC"	"Date of first positive test:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"279"	"Registry - All"	"Diagnostic Tests"	"Common Form"	"DIAGNOST"	"ANTISM"	"Anti-Sm antibody"	"RadioButton (Vertical)"	"1"	"Positive"	"FALSE"	NA	"FALSE"	NA	NA
